"station_id","year","n_rain","R5mm","R10mm","R20mm","SDII","PRCPTOT","CDD","CWD","Rx1day","Rx5day","R95pTOT","R99pTOT","n_maxdy","n_mindy","FD","TR","SU","ID","TNn","TNx","TXn","TXx","DTR","TN10p","TN90p","TX10p","TX90p","WSDI","CSDI","GSL"
"DUNSANY",1988,366,64,15,3,5.165,790.2,26.1,44.6,88.2,26.1,15,12,366,366,42,0,0,0,-7.2,15.3,3.5,24.5,7.207,5.424,10.676,7.934,8.784,0,6,254
"DUNSANY",1989,362,49,16,3,5.209,713.7,30.1,49.8,107.8,30.1,24,7,365,365,44,0,7,0,-5.5,16.8,1,28.3,7.73,9.406,17.017,6.829,15.819,18,0,298
"DUNSANY",1990,365,54,25,5,5.571,874.6,31.4,61.5,218,57.6,12,10,365,365,35,0,3,0,-5.7,17.8,2.6,28.2,7.51,7.296,15.18,4.789,17.159,7,0,340
"DUNSANY",1991,363,58,18,3,5.598,744.6,26.1,53.1,128.1,26.1,22,9,151,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1992,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1993,358,62,23,6,6.061,939.4,56.5,107.1,258.6,111.2,17,13,365,365,28,0,1,0,-6,14.1,1.2,25.5,6.913,7.945,13.425,9.589,8.219,0,0,317
"DUNSANY",1994,365,68,14,0,4.93,852.9,17.8,40.1,35,0,15,11,358,365,32,0,0,0,-4,15.3,1.3,22.5,6.89,3.014,10.685,9.218,9.497,0,0,339
"DUNSANY",1995,359,52,26,7,6.587,869.5,31,91.7,373.7,85.3,22,12,365,365,46,0,13,0,-8,18.7,1.4,28.8,7.721,4.932,19.452,6.849,23.562,24,0,353
"DUNSANY",1996,363,64,21,3,5.977,788.9,33.2,47.5,122.4,65.9,26,12,366,366,48,0,3,0,-4.9,15.7,1.9,25.8,7.002,7.65,11.749,8.743,8.197,0,0,355
"DUNSANY",1997,363,60,22,2,5.918,804.8,27.1,53.2,187.7,27.1,27,10,365,365,25,0,1,0,-4.3,17.8,1.5,25.2,6.961,4.11,23.562,6.575,18.356,14,0,350
"DUNSANY",1998,365,71,22,2,5.609,948,32.5,55.7,144,32.5,18,9,365,365,25,0,0,0,-4.6,15.7,3.2,24.2,6.69,3.836,20.822,3.288,16.438,19,0,352
"DUNSANY",1999,364,58,25,6,6.134,895.5,57.6,82.6,249.3,154,13,16,334,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",2000,365,54,21,4,5.437,875.4,73.6,99.8,185.3,127.8,15,7,366,366,24,0,1,2,-10.3,15.3,-1.8,26.3,7.133,4.918,13.388,6.011,12.568,0,0,358
"DUNSANY",2001,365,41,12,3,4.998,609.7,24.7,46.8,104.6,0,17,7,365,365,53,0,1,0,-6.5,17.5,1.5,26,7.591,8.493,12.329,4.658,15.616,0,0,284
"DUNSANY",2002,365,67,29,6,6.323,1024.4,34.6,63.8,319.5,144.9,19,11,365,365,23,0,0,0,-7.2,16.9,4.8,23.4,6.997,4.11,16.712,2.466,16.438,0,0,332
"DUNSANY",2003,364,46,20,3,5.33,703.5,27.3,54.7,156.7,27.3,14,9,365,365,45,0,3,0,-5.4,16.3,2.6,27,7.636,4.658,19.452,2.74,18.082,21,0,313
"DUNSANY",2004,364,61,19,4,5.815,819.9,31,63.1,237.6,83.9,20,8,335,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",2005,364,46,20,5,5.716,765.9,39.6,58.7,179.1,119.7,17,8,365,365,40,0,2,0,-4.3,15.8,3.4,26.3,7.228,4.384,20.822,2.74,19.452,12,0,318
"DUNSANY",2006,363,67,24,6,6.797,904,32.2,56.7,228.1,90.9,21,5,365,365,37,0,7,0,-7.2,18.5,3,28.4,7.808,5.205,16.438,3.014,20.548,15,0,340
"DUNSANY",2007,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,32,0,0,0,-6.341,14.6,2.7,23.47,7.544,4.658,19.452,2.192,19.726,19,0,349
"DUNSANY",2008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,366,47,0,0,0,-6.085,15.97,0.113,23.11,7.219,5.464,13.388,6.557,11.475,6,0,320
"DUNSANY",2009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,44,0,1,0,-7.4,16.31,0.987,26.23,7.022,5.479,15.616,5.479,13.151,6,0,302
"DUNSANY",2010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,99,0,0,14,-13.3,15.98,-3.465,24.14,7.929,16.986,13.151,13.973,11.781,6,21,250
"DUNSANY",2011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,41,0,0,0,-6.726,16.37,1.939,23.49,7.321,5.753,17.808,6.027,18.63,13,0,332
"DUNSANY",2012,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,366,40,0,0,0,-5.732,16.12,3.018,22.98,6.799,5.191,17.76,10.109,10.383,12,0,325
"DUNSANY",2013,365,61,19,2,5.979,825.1,46.6,65.9,174.9,46.6,21,10,365,365,50,0,4,0,-5.649,16.39,1.389,28,7.126,6.027,14.247,9.863,12.877,0,0,322
"DUNSANY",2014,365,59,23,5,5.662,883.2,35.9,73.2,205.8,97.4,15,8,365,365,28,0,2,0,-5.756,16.16,3.551,25.33,7.327,3.288,15.89,2.192,13.699,0,0,337
"DUNSANY",2015,365,66,23,6,6.026,922,27.1,62.3,224.8,53.3,15,11,365,365,40,0,0,0,-7.05,15.45,2.381,24.36,7.593,7.945,10.959,6.575,15.616,7,0,296
"DUNSANY",2016,366,55,18,3,5.022,763.4,26.4,57.9,141.6,26.4,18,12,366,366,45,0,2,0,-4.665,17.48,1.543,25.89,7.147,3.005,17.213,4.098,13.661,6,0,301
"DUNSANY",2017,365,54,20,5,5.618,758.4,29.1,46,144.2,80.4,22,7,365,365,35,0,3,0,-5.46,15.79,2.482,27,6.969,3.836,22.192,3.836,17.26,7,0,336
"DUNSANY",2018,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,364,41,0,11,2,-4.824,16.9,-0.24,27.54,7.597,9.341,18.132,5.495,21.703,10,0,339
"DUNSANY",2019,365,63,30,5,6.123,918.4,30.3,66,228.5,30.3,17,8,365,365,32,0,0,0,-3.498,16.86,2.816,24.6,7.068,2.466,17.808,4.384,15.342,21,0,314
"DUNSANY",2020,366,60,29,4,5.725,893.1,29.2,56.4,132.6,29.2,19,9,366,366,30,0,0,1,-4.828,15.88,-0.865,24.95,7.175,6.011,15.301,4.918,18.852,10,0,336
"DUNSANY",2021,365,49,20,5,5.682,778.5,30.8,55.3,233.5,85.2,18,11,365,365,38,0,8,0,-8.22,16.28,1.923,29.19,7.252,4.384,20,4.11,21.918,16,0,292
"DUNSANY",2022,365,55,25,1,5.557,794.7,44.1,67.5,97.5,44.1,20,11,365,365,36,0,10,1,-6.373,16.07,-2.367,30.45,7.546,4.384,23.014,2.74,20.274,22,0,273
"DUNSANY",2023,365,66,26,8,5.871,1009.8,37.5,65.9,256.8,131.1,30,11,365,365,33,0,5,0,-5.797,17.07,2.143,28.37,6.965,2.74,28.493,4.11,24.11,19,0,330
"FINNER",2012,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,366,16,0,1,0,-1.992,15.23,2.722,25.62,5.942,NA,NA,NA,NA,NA,NA,360
"FINNER",2013,365,79,26,2,5.538,1030.1,22.8,57.2,NA,NA,20,14,360,360,21,0,4,0,-5.963,17.79,1.173,28.82,5.877,NA,NA,NA,NA,NA,NA,359
"FINNER",2014,365,83,34,6,6.072,1196.2,38.5,68.4,NA,NA,16,11,364,364,7,0,2,0,-2.171,16.56,3.542,26.68,6.058,NA,NA,NA,NA,NA,NA,340
"FINNER",2015,365,101,43,11,7.346,1461.9,53.6,107.7,NA,NA,10,13,364,364,21,0,0,0,-3.418,15.78,2.69,23.9,6.251,NA,NA,NA,NA,NA,NA,359
"FINNER",2016,366,78,37,4,5.699,1117.1,26.8,66.6,NA,NA,16,22,366,366,22,0,1,0,-3.544,15.72,3.347,27.36,6.215,NA,NA,NA,NA,NA,NA,306
"FINNER",2017,365,77,33,7,5.882,1188.1,31.6,64.7,NA,NA,17,12,365,365,15,0,3,0,-2.627,16.74,3.843,25.98,5.792,NA,NA,NA,NA,NA,NA,356
"FINNER",2018,365,88,33,2,6.021,1113.9,24.9,68.5,NA,NA,20,15,365,365,21,0,6,0,-4.992,16.54,0.779,29.31,6.184,NA,NA,NA,NA,NA,NA,339
"FINNER",2019,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,15,0,0,0,-3.317,18.42,3.009,24.41,5.949,NA,NA,NA,NA,NA,NA,356
"FINNER",2020,366,100,53,11,7.442,1458.7,41.4,78.4,NA,NA,17,25,366,366,8,0,1,0,-2.645,16.47,2.142,25.93,6.043,NA,NA,NA,NA,NA,NA,360
"FINNER",2021,365,72,26,6,5.945,1064.1,34.1,80.1,NA,NA,14,14,365,365,20,0,6,0,-3.067,16.97,2.613,28.79,5.968,NA,NA,NA,NA,NA,NA,316
"FINNER",2022,365,86,29,2,5.865,1090.9,25.3,56.9,NA,NA,14,22,365,365,18,0,4,0,-5.104,17.11,2.265,26.51,6.04,NA,NA,NA,NA,NA,NA,331
"FINNER",2023,365,90,31,4,5.88,1158.4,23.6,61.2,NA,NA,20,15,365,365,24,0,3,0,-3.977,17.65,1.979,26.84,6.065,NA,NA,NA,NA,NA,NA,330
"GURTEEN",2010,364,49,20,3,5.39,700.7,27.5,61,NA,NA,14,15,365,365,96,0,1,13,-13.45,16.43,-6.99,25.08,8.155,NA,NA,NA,NA,NA,NA,336
"GURTEEN",2011,365,66,25,3,5.308,907.7,29.3,68.4,NA,NA,18,11,365,365,37,0,0,0,-6.142,15.67,1.342,23.73,7.131,NA,NA,NA,NA,NA,NA,336
"GURTEEN",2012,366,74,19,6,5.812,1017.1,43.9,56.4,NA,NA,14,9,366,366,28,0,1,0,-4.428,17.61,1.808,25.41,6.778,NA,NA,NA,NA,NA,NA,324
"GURTEEN",2013,365,55,16,5,5.209,786.5,31.3,56,NA,NA,21,12,365,365,49,0,8,0,-6.777,15.99,0.629,28.81,7.56,NA,NA,NA,NA,NA,NA,322
"GURTEEN",2014,365,71,23,6,5.52,971.6,34.8,71.9,NA,NA,15,12,364,364,23,0,4,0,-4.389,16.81,2.539,26.99,7.617,NA,NA,NA,NA,NA,NA,307
"GURTEEN",2015,365,82,26,2,5.724,1036.1,23,65.2,NA,NA,12,12,365,365,31,0,0,0,-6.446,15.12,2.249,23.06,7.55,NA,NA,NA,NA,NA,NA,356
"GURTEEN",2016,366,63,19,1,5.234,806.1,20.9,48,NA,NA,19,18,366,366,42,0,2,0,-5.461,17.63,2.352,27.44,7.385,NA,NA,NA,NA,NA,NA,304
"GURTEEN",2017,365,59,23,5,5.766,939.8,39.6,61.8,NA,NA,21,12,365,365,31,0,1,0,-6.264,16.52,0.969,25.2,7.153,NA,NA,NA,NA,NA,NA,337
"GURTEEN",2018,365,61,17,1,5.244,807.5,26.2,52.3,NA,NA,25,8,365,365,38,0,13,2,-6.54,16.64,-1.146,30.1,7.979,NA,NA,NA,NA,NA,NA,340
"GURTEEN",2019,365,68,24,7,5.736,957.9,28.1,67.3,NA,NA,23,10,365,365,30,0,0,0,-4.952,17.12,3.418,24.18,7.359,NA,NA,NA,NA,NA,NA,311
"GURTEEN",2020,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,366,25,0,1,0,-3.991,16.99,3.155,25.85,7.374,NA,NA,NA,NA,NA,NA,337
"GURTEEN",2021,365,59,17,0,5.308,748.4,19.7,42.9,NA,NA,17,9,365,365,37,0,10,0,-7.129,16.77,1.652,29.07,7.342,NA,NA,NA,NA,NA,NA,281
"GURTEEN",2022,365,66,29,2,6.094,914.1,24.9,57.7,NA,NA,13,11,365,365,31,0,9,4,-7.635,16.21,-1.465,31,7.618,NA,NA,NA,NA,NA,NA,316
"GURTEEN",2023,365,79,29,3,5.868,1038.7,31.6,63.1,NA,NA,20,10,365,365,28,0,8,0,-4.841,17.45,1.586,26.88,7.225,NA,NA,NA,NA,NA,NA,323
"JOHNSTOWN",1941,365,71,30,4,6.655,958.3,37.3,79.6,112.3,37.3,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1942,365,69,31,7,6.63,1007.8,33,65.2,179.8,33,19,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1943,365,76,36,8,7.501,1035.2,39.1,65.8,212.6,39.1,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1944,366,61,31,10,7.605,1003.8,62.5,81.8,342.6,189.4,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1945,363,69,26,4,6.547,923.1,26.4,55.1,97.7,0,23,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1946,365,77,33,7,7.551,1155.3,50.3,62.6,215.5,50.3,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1947,365,84,43,9,7.971,1275.4,56.6,94.7,287,165.8,32,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1948,366,88,46,9,7.87,1212,45.2,105.4,228.3,45.2,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1949,365,48,24,3,6.054,708.3,36.6,55.8,90,36.6,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1950,363,73,36,4,6.636,1002,29,53.5,100.8,0,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1951,365,78,34,8,7.358,1111.1,34.8,71.4,212.5,102.5,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1952,366,56,30,8,6.5,858,35.2,57.3,198.6,35.2,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1953,363,57,24,5,6.375,816,34.9,44.5,128.6,34.9,28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1954,363,71,35,7,6.952,1056.7,36.8,63.9,190.4,36.8,24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1955,363,62,29,9,6.998,909.8,34.4,89.7,213.4,34.4,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1956,362,56,31,10,6.989,915.6,36.2,60.6,253.7,70.7,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1957,365,73,33,7,6.636,1101.6,77.4,144.7,227.1,77.4,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1958,365,87,42,14,8.029,1340.8,60.4,83.3,396.6,161.9,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1959,363,60,32,5,6.614,879.7,28.5,60.3,130.6,0,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1960,362,86,44,10,7.433,1285.9,49.4,103.6,274.1,84.1,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1961,363,65,35,4,6.71,946.1,22.8,57.4,83.9,0,31,8,365,365,18,0,0,0,-3.8,14.4,0.5,23.3,6.939,14.029,10.751,3.788,16.873,0,0,331
"JOHNSTOWN",1962,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1963,362,75,34,4,6.823,1050.7,39.5,62.1,116,39.5,15,9,350,351,48,0,NA,NA,-4.4,13.8,NA,NA,NA,20.523,5.56,NA,NA,NA,17,NA
"JOHNSTOWN",1964,366,60,29,7,7.89,883.7,33.2,60.4,204.8,33.2,15,9,365,364,12,0,0,0,-4.1,15.5,2.7,23,5.875,8.678,14.267,8.531,12.385,0,6,356
"JOHNSTOWN",1965,365,71,34,3,6.568,1037.7,34.3,68.7,86.1,34.3,15,9,365,335,NA,NA,0,0,NA,NA,2,21.5,NA,NA,NA,12.943,4.28,0,NA,NA
"JOHNSTOWN",1966,365,79,40,12,8.151,1255.3,60.5,90.9,354.7,133.4,13,8,61,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1967,365,69,25,5,7.087,942.6,38.7,56.5,157.7,109.7,17,8,272,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1968,366,71,30,9,7.483,987.7,39.2,61.4,249.8,73.9,21,8,273,362,31,0,NA,NA,-3.5,16,NA,NA,NA,11.497,8.573,NA,NA,NA,0,NA
"JOHNSTOWN",1969,365,61,26,6,7.047,824.5,29.5,67.3,147.7,0,14,7,151,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNSTOWN",1970,365,61,30,7,6.574,900.6,31,77.9,167.6,0,38,10,365,304,NA,NA,0,0,NA,NA,0.6,23.6,NA,NA,NA,8.994,7.822,6,NA,NA
"JOHNSTOWN",1971,365,47,26,7,7.291,765.6,47.8,76.8,217.8,90,19,5,365,365,14,0,0,0,-3,15,4.7,24,6.134,9.4,11.025,4.516,14.502,14,0,355
"JOHNSTOWN",1972,366,73,31,7,7.219,1046.7,39.9,72,183.5,39.9,27,11,366,366,12,0,0,0,-4.5,15.9,1,23,5.944,9.346,5.87,11.758,3.759,0,0,355
"JOHNSTOWN",1973,365,53,26,12,7.983,942,58,92.3,368.4,171.9,18,6,365,352,23,0,0,0,-2.5,15,3,23.3,6.204,8.523,11.08,7.662,7.681,0,0,359
"JOHNSTOWN",1974,365,69,32,11,7.517,1037.4,42.2,84.6,291.8,114,20,16,365,365,6,0,0,0,-1.5,14.5,5.7,22.4,6.137,12.962,8.077,12.48,7.926,0,0,359
"JOHNSTOWN",1975,365,48,21,3,6.403,697.9,23.1,44.9,67.8,0,22,7,365,365,14,0,1,0,-3,16,3,26.3,6.159,11.242,13.708,7.038,9.769,0,0,359
"JOHNSTOWN",1976,366,66,26,4,6.523,887.1,30.5,66.6,96,0,21,8,366,366,25,0,1,0,-4,15.6,2.5,26,6.136,10.778,13.982,11.004,14.358,15,0,360
"JOHNSTOWN",1977,365,71,35,10,8.264,1198.3,70.1,112.8,386.2,316.1,14,9,365,365,16,0,0,0,-5.6,15,1.8,24,5.761,8.928,10.354,10.694,7.917,0,0,308
"JOHNSTOWN",1978,357,54,29,9,7.659,896.1,53.5,71.3,282.8,122.8,19,8,365,365,23,0,0,0,-6.8,14.4,0.5,21,5.779,8.455,11.016,12.187,11.441,6,0,359
"JOHNSTOWN",1979,365,71,33,6,7.163,1074.4,46.6,73.9,211.3,126.9,29,11,365,365,44,0,0,1,-6.7,16,-0.6,23,6.184,16.618,6.424,15.144,6.859,7,0,284
"JOHNSTOWN",1980,366,86,39,9,7.499,1184.9,38.7,68,234.8,38.7,34,11,366,366,13,0,0,0,-4.8,14.6,2.7,22.1,5.959,8.47,8.084,11.513,7.057,7,0,322
"JOHNSTOWN",1981,365,68,35,10,7.624,1052.1,49,78.3,288.2,87.6,21,14,365,365,19,0,0,0,-9.1,15.3,2.5,23.6,5.818,7.822,12.924,11.29,10.241,0,6,325
"JOHNSTOWN",1982,365,75,49,8,7.595,1169.7,32.5,85.5,200.5,0,24,10,365,365,13,0,0,0,-3.2,15.2,0,22.7,5.768,6.084,15.645,6.547,6.708,0,0,345
"JOHNSTOWN",1983,365,56,38,6,6.599,943.6,27.3,68.9,136.4,0,18,8,363,363,13,0,3,0,-3,18,2,28.2,5.827,6.146,16.13,8.758,13.641,7,0,359
"JOHNSTOWN",1984,366,56,30,5,7.104,888,40.9,75.8,155.2,81.3,28,9,366,366,15,0,0,0,-2.7,16.5,2.7,23.8,6.472,8.498,10.251,7.971,13.878,0,0,331
"JOHNSTOWN",1985,361,66,32,10,6.831,990.5,32.3,75.7,260.6,0,22,8,365,365,33,0,0,1,-3.8,14.5,-0.2,23.4,5.645,13.916,9.598,18.47,7.567,0,0,332
"JOHNSTOWN",1986,365,64,31,5,7.45,998.3,63.6,94.3,188.7,105.7,35,7,335,365,32,0,NA,NA,-6.3,14.9,NA,NA,NA,18.838,5.508,NA,NA,NA,8,NA
"JOHNSTOWN",1987,365,76,39,7,7.49,1041.1,31.8,71.1,174.8,0,22,10,365,365,23,0,0,2,-6.1,15.9,-2.6,24.1,5.914,10.779,10.146,10.751,7.397,0,0,342
"JOHNSTOWN",1988,366,64,32,9,6.636,982.2,30.9,58.2,225.7,0,17,9,366,366,9,0,0,0,-1.8,14.2,4.8,24.1,6.128,5.502,10.797,6.152,13.934,0,0,354
"JOHNSTOWN",1989,365,66,32,5,6.524,906.8,30.6,71.2,124.8,0,15,9,365,365,11,0,5,0,-2.2,16.9,4.2,26.7,6.734,5.281,19.055,1.918,27.671,37,0,359
"JOHNSTOWN",1990,365,61,24,5,6.439,901.4,34.3,78.5,135.1,34.3,19,12,357,358,6,0,3,0,-3.7,16.4,3.5,27.5,6.827,4.132,19.245,1.265,29.605,8,0,347
"JOHNSTOWN",1991,365,58,30,4,7.005,882.6,38.8,74.1,125.6,71.9,30,11,365,365,19,0,0,0,-4.7,16.2,2.3,24.2,6.438,7.945,13.699,4.932,16.712,20,0,310
"JOHNSTOWN",1992,366,66,26,5,6.705,844.8,30.8,56.4,130.9,0,25,9,366,366,9,0,0,0,-2.1,15.2,2.1,24.2,6.551,9.016,15.847,4.372,20.219,25,6,360
"JOHNSTOWN",1993,365,75,34,11,7.526,1121.4,36.3,81.1,295.5,70.8,19,8,335,364,5,0,NA,NA,-1.5,15.1,NA,NA,NA,7.692,14.286,NA,NA,NA,0,NA
"JOHNSTOWN",1994,365,81,42,4,6.677,1141.7,26.7,62.4,89.7,0,15,8,365,365,9,0,0,0,-2.3,14.8,1.2,22.8,6.202,5.205,10.959,4.11,12.877,8,0,351
"JOHNSTOWN",1995,365,65,33,7,7.117,896.8,28,69.9,165.4,0,20,10,365,365,17,0,5,0,-3.6,19,1.7,27.2,6.854,6.027,20.822,3.288,33.973,36,0,354
"JOHNSTOWN",1996,366,67,40,10,8.001,1088.1,39.7,87.5,278.9,74.3,26,7,366,366,22,0,0,0,-2.2,15.3,3.1,22.9,6.407,9.016,10.383,5.738,15.847,13,0,322
"JOHNSTOWN",1997,363,62,32,14,8.176,1136.4,110.6,195.6,454.9,217.2,29,15,365,365,8,0,0,0,-2.6,17.6,1.9,24.2,6.36,2.192,21.644,4.11,30.411,34,0,350
"JOHNSTOWN",1998,365,83,37,8,7.02,1151.3,28.5,70.7,182.5,0,15,11,365,365,9,0,0,0,-2.3,14.8,4.7,24,6.611,4.932,17.808,2.466,24.658,30,7,359
"JOHNSTOWN",1999,365,57,20,7,6.146,817.4,36.4,63.2,168.2,36.4,17,18,365,365,11,0,1,0,-2.2,15.5,4.2,25.9,6.48,4.384,18.082,2.466,23.288,12,0,359
"JOHNSTOWN",2000,366,73,28,9,6.736,1071.1,53.8,78.1,279.8,135.8,19,11,366,366,14,0,0,0,-3.1,15.1,2.2,23.7,7.216,10.109,8.743,3.552,18.033,20,0,359
"JOHNSTOWN",2001,365,63,32,8,7.842,980.2,84.5,128.3,281.1,170.1,15,8,365,365,19,0,1,0,-3,15.8,2.7,25.3,6.533,7.671,15.342,3.288,23.288,23,0,359
"JOHNSTOWN",2002,365,88,47,14,7.907,1375.9,49,115.9,401.6,97.4,29,15,365,365,2,0,0,0,-1.3,16.2,5.3,22.7,5.986,1.918,19.452,3.288,24.932,15,0,358
"JOHNSTOWN",2003,365,63,38,9,7.426,987.6,38.3,62.8,232.7,38.3,16,7,365,365,10,0,2,0,-2.5,16.7,3,25.6,6.458,4.932,23.562,1.918,23.288,15,0,348
"JOHNSTOWN",2004,366,53,32,10,7.67,928.1,32.7,76.8,260.4,0,18,7,366,366,12,0,2,0,-5.2,15.7,4.3,26.2,6.543,3.825,19.126,0.546,25.41,13,0,359
"JOHNSTOWN",2005,365,60,32,11,7.595,1010.1,38.8,90.1,309,112.3,16,8,365,365,9,0,0,0,-1.5,16.6,4.2,23.8,6.029,2.466,22.74,2.192,24.384,23,0,359
"JOHNSTOWN",2006,365,72,40,11,8.057,1095.8,34.8,71,277.8,34.8,22,10,365,365,8,0,3,0,-2.9,17.3,4.7,26.7,6.504,2.466,22.192,1.096,32.329,33,0,350
"JOHNSTOWN",2007,365,63,30,8,7.011,925.5,37.4,50.8,198.6,37.4,27,6,365,365,4,0,0,0,-0.8,15.9,5.2,23.3,6.22,1.096,20.274,1.918,32.329,34,0,359
"JOHNSTOWN",2008,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,366,17,0,0,0,-4.4,15.44,3.053,22.88,5.918,5.191,16.393,6.011,14.754,13,0,321
"JOHNSTOWN",2009,365,91,50,15,8.513,1387.7,34.2,78.3,389,34.2,26,7,365,365,26,0,0,0,-4.11,16.02,1.203,23.98,5.701,4.932,14.247,6.027,13.973,0,6,325
"JOHNSTOWN",2010,365,61,32,11,7.847,941.7,45.6,84.3,291.5,80.6,17,7,362,362,56,0,0,3,-5.219,16.29,-1.576,23.62,6.024,16.851,11.878,14.365,6.077,0,23,335
"JOHNSTOWN",2011,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,11,0,0,0,-2.957,15.28,2.766,21.42,5.568,3.836,22.192,6.301,15.89,7,0,336
"JOHNSTOWN",2012,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,366,7,0,0,0,-2.015,15.58,3.421,22.37,5.266,6.284,18.852,10.656,11.202,7,0,338
"JOHNSTOWN",2013,365,57,28,6,6.455,852,38.9,80,181.8,76.2,21,10,365,365,13,0,0,0,-1.946,16.67,2.03,24.8,5.72,4.932,17.534,9.863,15.068,13,0,359
"JOHNSTOWN",2014,365,73,33,9,6.984,1117.5,45.7,109.5,258.3,117.6,19,11,365,365,4,0,0,0,-0.666,17.06,4.373,23.31,5.817,1.096,19.726,1.918,15.068,12,0,359
