"station_id","year","season","n_rain","R5mm","R10mm","R20mm","SDII","PRCPTOT","Rx1day","Rx5day","n_maxdy","n_mindy","FD","TR","SU","ID","TNn","TNx","TXn","TXx","DTR","TN10p","TN90p","TX10p","TX90p"
"MT DILLON",2019,"Summer",92,20,14,5,8.153,366.9,36.9,82.4,92,92,0,0,2,0,1.325,17.42,10.87,25.4,9.226,NA,NA,NA,NA
"MT DILLON",2019,"Autumn",91,27,10,2,6.4,307.2,21.4,55.3,91,91,17,0,0,0,-5.477,13.88,3.85,21.51,7.853,NA,NA,NA,NA
"MT DILLON",2020,"Winter",91,26,11,3,6.933,416,34.7,71.3,91,91,21,0,0,0,-5.459,9.45,3.529,13.66,6.514,NA,NA,NA,NA
"MT DILLON",2020,"Spring",92,9,3,1,5.456,136.4,25.2,32.9,92,92,18,0,3,0,-3.221,12.37,7.067,26.77,10.861,NA,NA,NA,NA
"MT DILLON",2020,"Summer",92,24,12,2,7.214,317.4,22.6,53.6,92,92,0,0,3,0,1.563,15.28,12.46,26.49,8.587,NA,NA,NA,NA
"MT DILLON",2020,"Autumn",91,26,9,2,6.224,336.1,22.4,51.3,91,91,6,0,0,0,-2.814,15.68,7.467,22.31,7.734,NA,NA,NA,NA
"MT DILLON",2021,"Winter",90,27,7,2,7.213,324.6,22.7,46.3,90,90,30,0,0,0,-7.702,9.67,1.417,13.89,6.44,NA,NA,NA,NA
"MT DILLON",2021,"Spring",92,17,7,0,6.317,221.1,17.4,49.2,92,92,24,0,0,0,-4.338,11.42,5.042,22.26,10.452,NA,NA,NA,NA
"MT DILLON",2021,"Summer",92,14,5,2,5.853,175.6,20.4,49.8,92,92,0,0,12,0,1.293,15.11,15.83,30.8,10.149,NA,NA,NA,NA
"MT DILLON",2021,"Autumn",91,22,8,0,6.155,258.5,18.1,47.3,91,91,4,0,1,0,-2.797,16.52,5.708,27.36,7.323,NA,NA,NA,NA
"MT DILLON",2022,"Winter",90,23,8,1,5.962,298.1,29.8,57.8,90,90,12,0,0,0,-4.759,11.65,4.771,14.58,6.545,NA,NA,NA,NA
"MT DILLON",2022,"Spring",92,11,1,0,4.376,161.9,12.1,25.2,92,92,26,0,0,0,-5.708,12.36,6.397,20.92,11.103,NA,NA,NA,NA
"MT DILLON",2022,"Summer",92,13,8,0,7.226,195.1,18.4,52.4,92,92,0,0,8,0,2.068,15.82,14.53,31.41,9.996,NA,NA,NA,NA
"MT DILLON",2022,"Autumn",91,31,12,2,6.854,383.8,20.8,46.4,91,91,7,0,0,0,-1.06,14.21,6.676,22.65,8.086,NA,NA,NA,NA
"MT DILLON",2023,"Winter",90,14,6,1,5.803,220.5,26.4,58.5,90,90,27,0,0,2,-8.77,9.1,-2.152,14.56,6.655,NA,NA,NA,NA
"MT DILLON",2023,"Spring",92,26,8,0,6.591,303.2,18.5,55.7,92,92,12,0,0,0,-3.718,13.05,2.076,24.5,9.716,NA,NA,NA,NA
"MT DILLON",2023,"Summer",92,25,8,5,7.85,392.5,47,74.8,92,92,0,0,6,0,2.121,17.03,15.28,26.24,9.734,NA,NA,NA,NA
"MT DILLON",2023,"Autumn",91,24,10,1,6.744,337.2,24,47.2,91,91,13,0,6,0,-3.362,14.59,4.764,28.1,8.339,NA,NA,NA,NA
"MT DILLON",2024,"Winter",91,29,12,1,7.002,343.1,22.2,64.4,91,91,26,0,0,0,-6.563,10.43,0.7,14.32,6.743,NA,NA,NA,NA
"MT DILLON",2024,"Spring",92,26,9,1,6.958,334,40.7,61.3,92,92,8,0,0,0,-2.743,11.6,4.833,24.59,9.103,NA,NA,NA,NA
"MULLINGAR",1944,"Spring",92,6,3,0,4.335,112.7,13.6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1944,"Summer",92,16,3,0,5.173,212.1,19.1,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1944,"Autumn",91,23,14,3,6.973,362.6,24,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1945,"Winter",90,15,8,0,5.557,222.3,18.9,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1945,"Spring",92,13,3,0,4.872,155.9,16.3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1945,"Summer",92,18,7,0,5.243,220.2,14.2,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1945,"Autumn",91,12,5,1,6.772,169.3,22.8,56.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1946,"Winter",90,21,12,3,7.222,325,26.9,65.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1946,"Spring",92,10,1,1,4.523,117.6,21,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1946,"Summer",92,23,12,2,6.523,339.2,36.9,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1946,"Autumn",91,29,9,2,6.904,338.3,34.6,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1947,"Winter",90,18,3,1,5.152,237,22,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1947,"Spring",92,21,12,2,7.43,349.2,34.8,68.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1947,"Summer",92,18,7,1,6.451,225.8,22,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1947,"Autumn",91,20,8,2,7.18,294.4,27.1,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1948,"Winter",91,26,10,4,6.724,329.5,31.6,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1948,"Spring",92,11,7,4,6.903,207.1,27.3,64.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1948,"Summer",92,25,11,0,6.981,293.2,17.9,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1948,"Autumn",91,17,6,2,5.381,252.9,27.8,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1949,"Winter",90,18,5,1,5.593,257.3,23.5,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1949,"Spring",92,16,4,0,5.04,176.4,13.7,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1949,"Summer",92,11,5,2,6.562,190.3,35.5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1949,"Autumn",91,16,7,1,6.24,249.6,28.8,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MULLINGAR",1950,"Winter",90,20,5,1,5.86,263.7,28.5,54.4,59,59,21,0,0,0,-5.3,9.3,1.3,13.3,6.432,11.864,20.339,1.695,20.339
"MULLINGAR",1950,"Spring",92,13,1,0,4.934,143.1,12.5,32.7,92,92,5,0,0,0,-1.7,11,7.2,20.6,8.183,5.435,10.87,3.261,18.478
"MULLINGAR",1950,"Summer",92,21,10,2,6.027,313.4,22.3,49.4,92,92,0,0,1,0,3.9,15.1,15,28.9,8.774,7.609,14.13,1.087,8.696
"MULLINGAR",1950,"Autumn",91,20,6,2,6.286,276.6,40.8,48.3,91,91,9,0,0,0,-4.6,12.3,2.9,18.1,7.132,8.791,0,8.791,2.198
"MULLINGAR",1951,"Winter",90,18,4,0,4.879,209.8,15.4,31.6,90,90,53,0,0,3,-8.9,7.3,-0.4,11.8,5.907,15.556,3.333,23.333,3.333
"MULLINGAR",1951,"Spring",92,13,6,1,6.33,189.9,22.8,38.9,92,92,16,0,0,0,-6.3,9.6,1.6,18.3,8.02,15.217,3.261,17.391,1.087
"MULLINGAR",1951,"Summer",92,22,6,2,6.349,247.6,26.1,40.2,92,92,0,0,0,0,4.1,14.8,13.8,23.3,9.045,11.957,9.783,6.522,6.522
"MULLINGAR",1951,"Autumn",91,19,6,1,6.197,235.5,20.3,37.2,91,91,5,0,0,0,-2.9,14.2,5.3,20.8,6.933,7.692,8.791,3.297,8.791
"MULLINGAR",1952,"Winter",91,25,8,1,6.717,282.1,27.6,51.5,91,91,43,0,0,0,-5.1,9.4,0.6,12.9,6.199,9.89,5.495,10.989,5.495
"MULLINGAR",1952,"Spring",92,14,1,0,5.031,145.9,18.3,28.3,92,92,8,0,1,0,-2.2,11.6,3.8,25.5,8.373,4.348,15.217,6.522,28.261
"MULLINGAR",1952,"Summer",92,13,2,0,4.339,143.2,11.2,35,92,92,0,0,0,0,1.7,15.9,13.8,25,8.754,10.87,14.13,7.609,11.957
"MULLINGAR",1952,"Autumn",91,18,8,2,7.591,258.1,38.7,49.2,91,91,12,0,0,0,-4.6,12.4,2.7,18.8,7.303,21.978,2.198,23.077,2.198
"MULLINGAR",1953,"Winter",90,9,3,0,3.81,160,12.6,28.9,90,90,34,0,0,0,-5.6,9.5,1,14.1,5.937,8.889,20,3.333,11.111
"MULLINGAR",1953,"Spring",92,5,0,0,3.273,85.1,9.4,16.1,92,92,17,0,0,0,-3.7,13.6,1.6,24.6,9.396,11.957,8.696,7.609,16.304
"MULLINGAR",1953,"Summer",92,20,6,1,6.215,248.6,29.1,49.6,92,92,0,0,1,0,2.9,14.7,11,25.4,8.575,6.522,7.609,5.435,11.957
"MULLINGAR",1953,"Autumn",91,16,9,3,7.45,253.3,29.3,56.9,91,91,1,0,0,0,-0.2,15.7,5.9,24.6,6.955,4.396,14.286,0,7.692
"MULLINGAR",1954,"Winter",90,16,4,1,5.305,206.9,23.1,38.1,90,90,26,0,0,1,-5,9.4,-0.3,13.3,5.71,5.556,14.444,12.222,12.222
"MULLINGAR",1954,"Spring",92,14,5,1,6.112,201.7,24.3,41,92,92,8,0,0,0,-3.8,10.8,3.7,20.4,7.915,3.261,15.217,7.609,6.522
"MULLINGAR",1954,"Summer",92,14,3,1,4.769,214.6,21.6,33.8,92,92,0,0,0,0,3.8,13.8,12.2,22.8,7.789,15.217,2.174,25,1.087
"MULLINGAR",1954,"Autumn",91,31,13,3,6.957,403.5,26.8,54.2,91,91,9,0,0,0,-3.2,15.2,2.2,20,7.487,14.286,5.495,6.593,7.692
"MULLINGAR",1955,"Winter",90,20,11,1,6.191,278.6,27.4,51,90,90,32,0,0,4,-8.3,7.9,-1.1,13.8,5.544,18.889,10,16.667,10
"MULLINGAR",1955,"Spring",92,18,5,0,5.494,197.8,14.7,38.1,92,92,24,0,0,0,-3.9,10.4,4.1,19.8,8.9,19.565,13.043,13.043,9.783
"MULLINGAR",1955,"Summer",92,10,4,1,6.139,141.2,21.1,46.2,92,92,0,0,8,0,4.6,16.1,10.4,29.5,8.858,3.261,22.826,6.522,28.261
"MULLINGAR",1955,"Autumn",91,14,2,1,5.25,178.5,25.8,41.9,91,91,10,0,0,0,-2.7,14.3,6.2,22.8,7.804,15.385,10.989,4.396,15.385
"MULLINGAR",1956,"Winter",91,16,7,1,6.431,225.1,23.7,40.3,91,91,45,0,0,1,-5.9,10.3,-0.9,12.8,6.516,17.582,7.692,19.78,7.692
"MULLINGAR",1956,"Spring",92,9,0,0,3.462,110.8,9.7,24.4,92,92,10,0,0,0,-1.2,10.6,4.9,21.2,8.688,9.783,11.957,6.522,17.391
"MULLINGAR",1956,"Summer",92,23,10,1,6.162,308.1,22.8,51.5,92,92,0,0,0,0,2.4,14.1,12.2,24.3,8.559,21.739,6.522,16.304,4.348
"MULLINGAR",1956,"Autumn",91,12,8,0,6.122,195.9,19.7,51.6,91,91,5,0,0,0,-1.9,14.4,3.9,22.1,6.332,4.396,13.187,10.989,4.396
"MULLINGAR",1957,"Winter",90,26,13,2,6.632,311.7,23.7,63.8,90,90,23,0,0,0,-4.2,9.5,2.7,13.3,6.369,2.222,11.111,1.111,15.556
"MULLINGAR",1957,"Spring",92,11,5,0,4.549,177.4,14.6,33.4,92,92,0,0,0,0,0.1,9.8,8.3,20.6,8.025,1.087,26.087,1.087,20.652
"MULLINGAR",1957,"Summer",92,15,6,0,6.197,185.9,15,34.3,92,92,0,0,2,0,1.8,15.8,10.4,25.6,8.513,9.783,16.304,9.783,14.13
"MULLINGAR",1957,"Autumn",91,17,7,2,6.672,266.9,40.1,69.9,91,91,5,0,0,0,-3.8,12.4,6.1,20.1,6.556,7.692,8.791,14.286,7.692
"MULLINGAR",1958,"Winter",90,20,4,0,5.745,252.8,17,43.3,90,90,24,0,0,2,-8.8,8.4,-1.8,13.6,5.854,14.444,13.333,12.222,10
"MULLINGAR",1958,"Spring",92,9,3,0,4.413,136.8,13.9,40.1,92,92,14,0,0,0,-5.1,11.7,2.2,22.2,7.524,10.87,9.783,18.478,7.609
"MULLINGAR",1958,"Summer",92,27,15,5,7.812,382.8,28.7,60.2,92,92,0,0,0,0,4.8,15,11.8,25,7.717,7.609,8.696,5.435,1.087
"MULLINGAR",1958,"Autumn",91,18,5,1,5.567,217.1,20.9,48.8,91,91,1,0,0,0,-0.2,13.9,6.3,20.4,6.467,3.297,15.385,0,5.495
"MULLINGAR",1959,"Winter",90,16,6,0,5.744,183.8,13.5,31.4,90,90,33,0,0,1,-7.2,8.9,-0.6,12.7,6.35,13.333,11.111,5.556,11.111
"MULLINGAR",1959,"Spring",92,7,2,0,4.257,149,17.5,29.5,92,92,1,0,0,0,-0.9,12.2,4.5,24.4,8.479,3.261,16.304,3.261,21.739
"MULLINGAR",1959,"Summer",92,11,5,1,5.646,146.8,22.7,34.1,92,92,0,0,1,0,4.5,16.8,13.5,25.7,9.324,4.348,17.391,3.261,21.739
"MULLINGAR",1959,"Autumn",91,20,12,3,9.003,288.1,37.8,63.4,91,91,7,0,3,0,-3.3,14.4,4.3,25.5,8.346,7.692,13.187,2.198,31.868
"MULLINGAR",1960,"Winter",91,28,10,0,6.725,322.8,19.1,49.2,91,91,41,0,0,0,-5.1,9.4,1.9,14.6,6.671,6.593,6.593,3.297,9.89
"MULLINGAR",1960,"Spring",92,17,3,0,5.354,187.4,19.7,41,92,92,0,0,0,0,0,10.6,3.8,20.5,7.759,1.087,20.652,3.261,15.217
"MULLINGAR",1960,"Summer",92,22,11,4,6.778,338.9,33.8,53.2,92,92,0,0,0,0,5.6,15.3,14.3,24.1,8.821,8.696,11.957,1.087,10.87
"MULLINGAR",1960,"Autumn",91,29,11,1,7.069,360.5,20.9,42.6,91,91,6,0,0,0,-2.1,14.4,6.2,21.1,7.057,6.593,3.297,3.297,4.396
"MULLINGAR",1961,"Winter",90,22,7,1,6.173,302.5,27.1,46.7,90,90,30,0,0,0,-5.4,8.1,0.5,14.7,6.214,3.857,25.248,1.578,27.236
"MULLINGAR",1961,"Spring",92,10,5,0,4.853,174.7,16.2,39.9,92,92,1,0,0,0,-1.2,9.6,7.2,22,8.305,3.973,16.079,2.174,30.06
"MULLINGAR",1961,"Summer",92,12,7,1,6.009,204.3,27.2,65.4,92,92,0,0,0,0,2.8,14.1,13.8,22.9,8.595,8.921,4.01,6.522,6.297
"MULLINGAR",1961,"Autumn",91,19,6,1,5.849,239.8,28,57.9,91,91,3,0,0,0,-1.7,14.4,5.3,24.4,7.19,6.48,2.918,3.297,5.457
"MULLINGAR",1962,"Winter",90,18,6,0,5.442,217.7,19.9,43.8,90,90,35,0,0,4,-10.1,9.4,-0.7,12.3,6.272,18.621,8.851,20.92,11.226
"MULLINGAR",1962,"Spring",92,14,7,0,6.009,192.3,18.8,35.9,92,92,18,0,0,0,-8.4,9.6,1.8,19.3,8.827,16.154,3.936,16.117,9.22
"MULLINGAR",1962,"Summer",92,13,4,0,4.793,196.5,13.9,34.3,92,92,0,0,0,0,1.7,13.5,13.1,23.9,8.328,13.606,2.024,10.457,3.261
"MULLINGAR",1962,"Autumn",91,17,12,3,8.321,282.9,22.9,75.3,91,91,5,0,0,0,-2.8,12.8,2.5,19.1,6.401,9.776,2.16,14.627,0
"MULLINGAR",1963,"Winter",90,10,6,1,6.548,163.7,32.1,65.7,90,90,61,0,0,2,-9.2,7.4,-0.7,11.8,5.643,28.812,1.034,49.08,1.877
"MULLINGAR",1963,"Spring",92,18,6,0,5.214,224.2,16.6,42.6,92,92,7,0,0,0,-3.8,11.1,5.6,19.4,7.963,9.708,7.234,3.261,4.348
"MULLINGAR",1963,"Summer",92,13,5,0,4.617,212.4,17.9,26,92,92,0,0,0,0,4.6,13.3,12.6,25,7.905,7.609,2.174,10.495,8.283
"MULLINGAR",1963,"Autumn",91,24,11,1,7.158,307.8,23.8,42.3,91,91,7,0,0,0,-4.1,12.6,6.2,22.2,7.303,6.404,11.557,3.259,6.177
"MULLINGAR",1964,"Winter",91,6,2,0,4.317,103.6,18.6,26.2,91,91,27,0,0,0,-5.4,9.7,0.7,13.5,5.405,9.814,8.488,10.762,7.692
"MULLINGAR",1964,"Spring",92,19,6,0,4.943,217.5,13.3,41.1,92,92,4,0,0,0,-1.4,11.3,4.4,22.9,7.499,0,23.538,7.796,9.258
"MULLINGAR",1964,"Summer",92,16,5,0,6.271,219.5,19.4,43.2,92,92,0,0,0,0,2.8,14.2,10.2,23.8,7.941,14.73,7.346,8.696,4.085
"MULLINGAR",1964,"Autumn",91,16,6,2,5.826,227.2,28.3,71.6,91,91,8,0,0,0,-4,14.6,4.7,20.2,7.356,12.884,10.989,7.617,15.498
"MULLINGAR",1965,"Winter",90,20,11,3,8.347,317.2,30.1,71.6,90,90,36,0,0,0,-5.3,8.1,1.1,12.1,6.007,11.034,2.222,14.828,8.352
"MULLINGAR",1965,"Spring",92,18,5,0,5.44,255.7,16.9,35.2,92,92,9,0,0,0,-7.8,10.6,1.1,21,7.952,8.696,9.783,9.97,12.744
"MULLINGAR",1965,"Summer",92,21,6,0,5.64,253.8,18.1,41,92,92,0,0,0,0,4.4,15.4,13,22.4,7.927,11.432,6.484,16.154,1.874
"MULLINGAR",1965,"Autumn",91,16,8,4,8.063,330.6,75.9,120.9,91,91,14,0,0,0,-3.9,12.5,1.7,19.1,6.423,7.692,9.625,24.441,5.191
"MULLINGAR",1966,"Winter",90,25,10,0,5.97,322.4,17.1,46,90,90,21,0,0,0,-5.7,9.5,0.1,12.8,5.151,6.59,12.682,9.808,13.18
"MULLINGAR",1966,"Spring",92,19,6,0,5.869,246.5,16.6,33.1,92,92,6,0,0,0,-2.7,9.1,2.5,23.1,7.351,6.409,12.669,15.217,12.669
"MULLINGAR",1966,"Summer",92,14,5,2,5.187,202.3,23.2,43.1,92,92,0,0,0,0,4.9,14.3,13,24.2,8.242,8.883,12.556,3.186,2.174
"MULLINGAR",1966,"Autumn",91,16,7,3,7.539,248.8,36.7,67.5,91,91,10,0,0,0,-6,12.7,2.4,21.7,7.218,9.322,2.804,12.429,4.206
"MULLINGAR",1967,"Winter",90,16,8,3,5.724,280.5,27.4,47.3,90,90,18,0,0,0,-4.3,9.7,1,11.6,5.991,1.877,6.13,3.333,6.667
"MULLINGAR",1967,"Spring",92,21,5,0,5.144,221.2,14.3,40.1,92,92,8,0,0,0,-1.8,9.4,4.5,20.2,7.685,7.534,11.919,15.855,8.396
"MULLINGAR",1967,"Summer",92,12,5,2,7.4,214.6,69.9,91.8,92,92,0,0,0,0,3.9,14.1,14.4,24,8.726,9.445,3.936,2.961,5.285
"MULLINGAR",1967,"Autumn",91,24,10,2,6.798,326.3,31.5,58.8,91,91,9,0,0,0,-2.7,14.1,6.4,19.2,7.201,3.259,3.297,9.776,1.099
"MULLINGAR",1968,"Winter",91,12,6,2,5.35,214,32.7,53.2,91,91,37,0,0,0,-5.6,8.7,0.6,12.7,5.859,15.119,8.526,12.088,9.701
"MULLINGAR",1968,"Spring",92,12,4,1,5.594,190.2,24.1,44.2,92,92,17,0,0,0,-3.7,11.2,4.2,22.2,8.389,13.006,8.658,12.744,8.583
"MULLINGAR",1968,"Summer",92,14,4,2,6.678,180.3,26.2,56.1,92,92,0,0,0,0,4.4,14.6,13.3,24.7,9.357,7.496,6.184,2.174,11.207
"MULLINGAR",1968,"Autumn",91,21,9,3,6.348,317.4,27.4,52.4,91,91,5,0,0,0,-2.9,14.1,5.5,20.8,6.68,5.343,17.203,2.956,20.121
"MULLINGAR",1969,"Winter",90,17,9,2,6.389,287.5,43,61.4,90,90,39,0,0,1,-8.7,9.6,-1.8,13,5.572,15.785,8.544,15.019,8.812
"MULLINGAR",1969,"Spring",92,16,3,0,4.698,192.6,16.3,31.8,92,92,14,0,0,0,-3.4,9.5,3.4,18.5,8.287,9.595,6.522,13.643,7.984
"MULLINGAR",1969,"Summer",92,7,3,1,4.462,129.4,20.3,35.4,92,92,0,0,3,0,3.7,16.4,14,27.7,9.533,8.546,8.658,3.261,13.643
"MULLINGAR",1969,"Autumn",91,10,2,0,4.641,134.6,19,37.9,91,91,16,0,0,0,-3.8,13.8,1,22.4,7.596,11.974,20.121,9.132,28.534
"MULLINGAR",1970,"Winter",90,21,10,1,6.34,266.3,21.8,49.5,90,90,40,0,0,1,-8.7,8,-0.6,11.8,6.699,15.172,3.295,8.544,4.444
"MULLINGAR",1970,"Spring",92,10,2,0,4.687,150,14.7,38.9,92,92,20,0,0,0,-3.6,10.5,4.8,21.6,8.517,16.754,10.682,6.109,15.405
"MULLINGAR",1970,"Summer",92,12,3,1,6.188,204.2,46.6,57,92,92,0,0,5,0,3.4,14.7,14.9,28,9.247,9.67,22.939,3.261,22.489
"MULLINGAR",1970,"Autumn",91,28,9,1,6.761,331.3,31,61.9,91,91,7,0,0,0,-2.3,13.6,4.9,22.9,6.844,6.177,12.315,6.177,10.648
"MULLINGAR",1971,"Winter",90,12,2,0,4.021,152.8,12.4,31.1,90,90,23,0,0,0,-4.9,10.4,1.3,12.7,5.821,4.444,9.425,3.755,12.605
"MULLINGAR",1971,"Spring",92,9,1,0,4.733,113.6,16.1,36.5,92,92,14,0,0,0,-1.4,10,4.3,19.8,8.538,8.808,6.484,7.496,12.856
"MULLINGAR",1971,"Summer",92,10,3,2,5.14,179.9,37.3,44,92,92,0,0,0,0,3.1,15.1,12.9,25,8.784,10.495,6.972,5.322,7.496
"MULLINGAR",1971,"Autumn",91,11,5,1,5.15,164.8,27.9,44.1,91,91,11,0,0,0,-3.1,14.2,3,23.4,7.964,6.404,13.907,6.556,35.127
"MULLINGAR",1972,"Winter",91,15,4,1,5.772,207.8,22.1,36.3,91,91,23,0,0,1,-8.1,9.3,-0.3,13.9,5.82,4.32,13.263,4.13,7.048
"MULLINGAR",1972,"Spring",92,27,3,0,5.642,270.8,16.2,42.1,92,92,10,0,0,0,-1.3,10.6,5.1,17.1,8.073,2.174,5.435,6.184,5.435
"MULLINGAR",1972,"Summer",92,8,4,0,4.706,160,18.6,28.2,92,92,0,0,2,0,3.1,14,11.9,25.5,8.953,15.405,3.561,11.807,11.732
"MULLINGAR",1972,"Autumn",91,13,6,1,6.569,170.8,30.4,49.2,91,91,12,0,0,0,-4.9,10.8,4,23.2,7.873,11.898,3.297,8.791,11.861
"MULLINGAR",1973,"Winter",90,13,1,0,4.393,180.1,11.7,27.7,90,90,24,0,0,1,-7.1,9.6,-0.3,12.4,5.451,5.517,25.326,6.513,13.793
"MULLINGAR",1973,"Spring",92,8,3,1,4.829,149.7,21.5,37.9,92,92,11,0,0,0,-2.8,12.4,6.3,21.4,8.238,12.894,11.807,5.172,10.682
"MULLINGAR",1973,"Summer",92,17,5,1,6.121,202,23.2,42.6,92,92,0,0,4,0,3.2,15.8,15,26.9,8.94,9.595,16.829,4.348,18.853
"MULLINGAR",1973,"Autumn",91,20,7,2,6.832,252.8,29.3,45,91,91,10,0,0,0,-4.8,14.1,3.2,23.6,7.201,11.785,12.012,14.74,12.088
"MULLINGAR",1974,"Winter",90,18,3,1,5.162,242.6,22.8,44.6,90,90,21,0,0,0,-7.8,8.5,3.1,11.8,6.304,3.333,8.697,1.111,7.318
"MULLINGAR",1974,"Spring",92,8,4,0,5.019,135.5,15.6,25.8,92,92,9,0,0,0,-4.1,10.1,4.6,17.8,8.17,7.534,4.235,11.394,13.943
"MULLINGAR",1974,"Summer",92,15,7,0,5.405,227,19.5,50.7,92,92,0,0,0,0,2.3,13.4,12.1,24.6,8.004,20.352,1.087,16.229,1.087
"MULLINGAR",1974,"Autumn",91,20,5,3,6.036,265.6,25.3,44.2,91,91,9,0,0,0,-4.5,12.7,2.8,17.7,6.854,15.233,2.198,26.79,0
"MULLINGAR",1975,"Winter",90,17,8,0,5.891,265.1,18.7,48,90,90,8,0,0,0,-3.4,10.1,4.5,12.9,5.734,0.92,20.46,0,18.774
"MULLINGAR",1975,"Spring",92,8,0,0,4.004,108.1,10,25.3,92,92,16,0,0,0,-2.7,10.1,4.6,22.6,8.365,14.055,9.22,18.891,10.607
"MULLINGAR",1975,"Summer",92,7,2,0,4.283,98.5,14.4,27.2,92,92,0,0,4,0,1.3,17.1,12.1,28.9,9.937,12.894,14.543,7.234,25.525
"MULLINGAR",1975,"Autumn",91,21,10,2,6.447,290.1,25.8,49,91,91,7,0,0,0,-3.5,12.8,3.8,21.6,7.166,16.976,11.709,9.17,7.427
"MULLINGAR",1976,"Winter",91,13,8,0,5.203,166.5,16.3,49.2,91,91,18,0,0,0,-4.1,9.1,1.4,12.6,5.31,4.396,20.197,9.511,12.581
"MULLINGAR",1976,"Spring",92,15,6,1,5.515,215.1,27.2,57.4,92,92,13,0,0,0,-3.7,11.1,4.2,19.2,7.77,10.87,11.469,8.433,4.198
"MULLINGAR",1976,"Summer",92,6,2,0,4.532,86.1,10.5,24.2,92,92,0,0,15,0,4.3,17,14,28.8,9.762,4.01,19.078,1.087,33.358
"MULLINGAR",1976,"Autumn",91,24,8,3,7.283,305.9,26.2,62.5,91,91,10,0,0,0,-6,13.4,1.2,20.1,7.605,19.326,10.117,11.936,4.092
"MULLINGAR",1977,"Winter",90,20,8,0,6.25,262.5,18.2,38.3,90,90,39,0,0,1,-6.8,7.3,-0.5,10.6,5.458,11.494,1.801,15.9,1.111
"MULLINGAR",1977,"Spring",92,13,2,1,4.411,194.1,20.4,33.7,92,92,7,0,0,0,-2.4,11.4,5.8,20.2,7.663,11.507,9.783,6.409,6.522
"MULLINGAR",1977,"Summer",92,13,6,1,6.355,197,26.5,37.7,92,92,0,0,1,0,2,15.6,9,26.8,9.098,17.991,7.159,12.669,12.069
"MULLINGAR",1977,"Autumn",91,20,6,1,5.582,251.2,22.8,44.7,91,91,10,0,0,0,-6,15.1,2.7,20.5,6.562,13.035,15.195,14.816,8.412
"MULLINGAR",1978,"Winter",90,18,6,0,5.626,241.9,19.4,41.4,90,90,26,0,0,0,-5.6,7.5,0.7,13.2,5.323,8.736,7.778,9.617,2.222
"MULLINGAR",1978,"Spring",92,10,5,0,4.588,151.4,14,29.2,92,92,10,0,0,0,-3.5,11.2,5.1,23.8,8.222,8.696,4.76,10.645,11.544
"MULLINGAR",1978,"Summer",92,17,6,0,5.727,189,15.9,33.9,92,92,0,0,0,0,3.6,14.4,11.3,23.7,7.69,12.744,4.198,23.913,4.31
